(45) F1ZQD U;431.025 MHz Tone 123 Hz<br>F4HKP;#icon-503-DB4436;2.7339269;47.9975207;0
(62) F5ZRC V;144.975 MHz Tone 123 Hz<br>F5MIV;#icon-503-F8971B;2.7601422;50.2777075;0
(54) F1ZPA V;145.250 MHz Tone 250.3 Hz<br>F4BIT;#icon-503-DB4436;6.8890488;48.5715329;0
(53) F5BUF V;145.300 MHz Tone 103.5 Hz;#icon-503-DB4436;-0.3079474;48.2300116;0
(66) F6KBR V;145.3625 MHz Tone 250.3 Hz<br>F8BSY;#icon-503-DB4436;2.8963731;42.6952685;0
(30) F5UEU V;144.8375 MHz Tone 123 Hz;#icon-503-F8971B;4.6202235;44.163929;0
(57) F1ZRZ U;430.950 MHz Tone 233.6 Hz<br>F4EVC;#icon-503-DB4436;6.1418513;49.062085;0
(57) F1ZRZ T10M;145.3375 MHz Tone 71.9 Hz   /  29.100 MHz Tone 131.8 Hz<br>F4EVC;#icon-503-4186F0;6.1697459;49.0559967;0
(60) F1ZKE R;145.6125 MHz - 600 kHz 123 Hz<br>F4FSD;#icon-503-4186F0;2.4779257;49.2583544;0
(39) F1ZKS R;145.700 MHz - 0.6 MHz Tone 88.5 Hz<br>F0DEI;#icon-503-4186F0;5.7087406;46.4323849;0
(57) F0EOC V;144.650 MHz Tone 71.9 Hz;#icon-503-DB4436;6.8097611;49.1453797;0
(02) F1ZQZ V;145.250 MHz Tone 123 Hz<br>F1BSR;#icon-503-DB4436;3.291441;49.8201603;0
(79) F1ZOT V;144.975 MHz Tone 103.5 Hz<br>F4GGU;#icon-503-DB4436;-0.3537231;46.6530345;0
(988) FK5ZBY T10M;145.300 MHz / 29.110 MHz Tone 250.3 Hz<br>FK8HM;#icon-503-DB4436;166.4416857;-22.2690587;0
(60) F1ZKH V;145.3125 MHz Tone 123 Hz<br>F1PRY;#icon-503-DB4436;2.8103392;49.4202049;0
(11) F1ZPH V;145.550 MHz Tone 250.3 Hz<br>F4HSQ;#icon-503-DB4436;2.3504168;43.2149097;0
(62) F6KCE V;144.525 MHz Tone 123 Hz<br>F6IPV;#icon-503-DB4436;2.8460574;50.1168638;0
(78) F4BOH V;145.2875 MHz Tone 192.8 Hz;#icon-503-DB4436;2.092265;49.0058693;0
(31) F1ZLS V;144.925 MHz Tone 71.9 Hz<br>F4GRL;#icon-503-DB4436;1.2224839;43.4315499;0
(15) F5KHC T;144.5125 MHz & 430.175 MHz Tone 151.4 Hz<br>F6IOJ;#icon-503-4186F0;2.554493;44.9036115;0
(59) F1ZDN T;145.2625 MHz - 0.6 MHz , 433.050 MHz - 1.6 MHz Tone 123 Hz<br>F1IWQ;#icon-503-4186F0;3.8147331;50.2024372;0
(49) F5ZRH V;145.350 MHz Tone 103.5 Hz<br>F4IPA;#icon-503-DB4436;-0.8883302;47.0416124;0
(38) F1GFB V;145.3375 MHz Tone 67 Hz;#icon-503-DB4436;5.6590583;44.9461889;0
(974) FR4NP U;435.100 MHz Tone 97.4 Hz;#icon-503-DB4436;55.3026939;-20.9383678;0
(35) F5ZZC U;432.975 MHz Tone 71.9 Hz<br>F5NLG F5JKJ F1DKN;#icon-503-DB4436;-1.7449704;48.0496976;0
(71) F5ZJW T;144.500 MHz / 432.600 MHz Tone 203.5 Hz<br>F6IKY;#icon-503-F8971B;5.4160656;46.4986138;0
(37) F6KCI T;434.975 MHz ,144.5375 MHz  Tone 123 Hz<br>F6GUZ;#icon-503-DB4436;0.6861591;47.432888;0
(12) F5BLC U;431.500 MHz Tone 71.9 Hz;#icon-503-F8971B;2.0351047;44.3530017;0
(07) F1ZQJ R;433.075 MHz - 1.6 MHz Tone 123 Hz<br>F4IGC;#icon-503-4186F0;4.7961635;44.9652734;0
GW-ALLSTAR-40020;passerelle ALLSTAR #40020 - Salon International RRF;#icon-960-3F5BA9;-73.2672024;45.2778525;0
(11) F1ZCZ V;145.325 MHz Tone 250.3 Hz<br>F1QM ;#icon-503-DB4436;3.1238182;43.1747948;0
(51) F5ZRI V;145.300 MHz Tone 100 Hz<br>F5TPK;#icon-503-DB4436;4.0537389;49.2242659;0
(28) F5ZQX V;144.5875 MHz Tone 131.8 Hz<br>F5LPE;#icon-503-DB4436;1.3699677;48.0744892;0
(68) F1HIU U;434.975 MHz Tone 67 Hz;#icon-503-F8971B;6.9091397;47.8080794;0
(75) F1ZPX V;145.3875 MHz Tone 192.8 Hz<br>F4HWN;#icon-503-DB4436;2.2788841;48.8458103;0
(34) F5IDZ V;144.5125 MHz Tone 186.2 Hz;#icon-503-DB4436;3.4346915;43.6304442;0
(10) F1ZCU U;433.075 - 1.6MHz Tone 123 Hz<br>F1GZH;#icon-503-4186F0;3.9575236;48.3092465;0
(86) F1GXW V;145.375 MHz Tone 123 Hz;#icon-503-DB4436;0.6041972;46.9635829;0
(2B) TK4LS V;145.400 MHz Tone 71.9 Hz;#icon-503-DB4436;9.3733239;42.0199948;0
(972) FM1LF V;144.8625 MHz Tone 97.4 Hz;#icon-503-DB4436;-61.0372237;14.6737791;0
(13) F5ZRJ V;144.925 MHz Tone 123 Hz <br>F5RIJ;#icon-503-DB4436;5.2554436;43.523536;0
(2B) TK1CX V;144.900 MHz Tone 141.3 Hz;#icon-503-F8971B;9.511508;42.1077665;0
(2A) TK4NL V;145.300 MHz Tone 141.3 Hz;#icon-503-DB4436;8.738312;41.9221631;0
(971) FG5GP V;145.425 MHz Tone 123 Hz;#icon-503-DB4436;-61.6016877;16.2358078;0
(51) F5PEG V;145.325 MHz Tone 71.9 Hz;#icon-503-DB4436;4.3729776;48.9629183;0
(974) FR5ZAE V;145.350 MHz Tone 97.4 Hz;#icon-503-DB4436;55.2288012;-21.0538225;0
(34) F5ZRX V;144.8625 MHz Tone 250.3 Hz<br>F5PRO;#icon-503-DB4436;3.9296993;43.6450256;0
(16) F1ZSQ V;145.275 MHz Tone 77 Hz<br>F1UGC;#icon-503-DB4436;-0.1110273;45.5131062;0
(02) F1ZRR V;145.3375 MHz Tone 123 Hz<br>F1BSR;#icon-503-DB4436;3.6302285;49.8934668;0
(56) F1ZUK U;430.975 MHz Tone 71.9 Hz<br>F4HWD;#icon-503-DB4436;-3.372116;47.7490128;0
(71) F6IKY V;145.550 MHz Tone 203.5 Hz;#icon-503-DB4436;5.2436227;46.6334818;0
(53) F1ZQW V;145.3625 MHz Tone 103.5 Hz<br>F1EVM;#icon-503-DB4436;-0.8864594;48.0978018;0
(84) F5LLJ U;432.975 MHz Tone 71.9 Hz;#icon-503-DB4436;4.9947282;43.9273499;0
(13) F5OZK V;145.300 MHz Tone 71.9Hz;#icon-503-DB4436;5.4012556;43.3424243;0
(94) F4GOR V;145.350 MHz Tone 94.8 Hz;#icon-503-DB4436;2.3874864;48.7602504;0
(22) F1ZQP R;438.775 MHz - 7.6 MHz Tone 71.9 Hz<br>F4VSJ;#icon-503-4186F0;-3.2686016;48.1862914;0
(38) F1ZTH T;Entrée : 145.2125 MHz Tone 123 Hz, Sortie : 431.275 MHz<br>F4GKY;#icon-503-4186F0;5.2840679;45.5999373;0
(38) F6KJJ V;145.3625 MHz Tone 123 Hz;#icon-503-DB4436;5.4851005;45.302703;0
(LX) LX2OOO V;145.2875 MHz Tone 103.5 Hz;#icon-503-DB4436;6.0971022;49.5186685;0
(27) F1ZQS V;144.975 MHz tone 123 Hz<br>F4HRG;#icon-503-DB4436;1.4596404;49.283355;0
(18) F5NAK V;145.3625 MHz Tone 94.8 Hz;#icon-503-DB4436;2.227005;47.1651119;0
(18) F4HSN V;144.6125 MHz Tone 94.8 Hz;#icon-503-DB4436;2.7583101;47.2570425;0
(06) F6IMD R;430.025 MHz + 9.4 MHz Tone 88.5 Hz;#icon-503-4186F0;7.1509481;43.8957262;0
(77) F1ZRY V;144.8375 MHz Tone 77 Hz<br>F4IGG;#icon-503-DB4436;2.9642992;48.8327575;0
(974) FR1ZCD V;145.175 MHz Tone 97.4 Hz;#icon-503-DB4436;55.5598415;-21.2203962;0
(974) FR1ZCE V;145.475 MHz Tone 97.4 Hz;#icon-503-DB4436;55.7676065;-21.3607541;0
(974) FR1ZCF V;145.2875 MHz Tone 97.4 Hz;#icon-503-DB4436;55.6950779;-21.0040278;0
(76) F8KGK V;144.575 MHz Tone 123 Hz<br>F4BVC;#icon-503-DB4436;1.1177535;49.456915;0
(92) F1ZQC V;145.250 MHz Tone 192.8 Hz<br>F1GWX;#icon-503-DB4436;2.2807904;48.9139552;0
(22) F1ZRQ V;145.250 MHz Tone 71.9 Hz<br>F1BSR;#icon-503-DB4436;-2.5348577;48.5581453;0
(62) F4HJG V;145.350 MHz Tone 123 Hz;#icon-503-DB4436;1.615414;50.7269227;0
(44) F1ZQO T;144.975 MHz & 430.125 MHz Tone 71.9 Hz<br>F4HRG;#icon-503-4186F0;-2.2945437;47.4872318;0
(76) F1ZIB T;145.2375 MHz  & 432.800 MHz Tone 250.3 Hz<br>F4GYB;#icon-503-4186F0;0.1625253;49.5081514;0
(19) F5ZRF V;144.6125 MHz Tone 88.5 Hz<br>F6JON;#icon-503-DB4436;1.6978975;45.3127794;0
(33) F1ZIG T;145.3375 MHz & 432.650 MHz Tone 82.5 Hz<br>F4HLV;#icon-503-4186F0;-0.6807498;44.738008;0
(59) F1TYP V;145.2875 MHz Tone 123 Hz;#icon-503-DB4436;3.3528775;50.4878861;0
(77) F4FWW V;145.300 MHz Tone 103.5 Hz;#icon-503-DB4436;2.5909632;48.6257817;0
(BE) ON4YI U;430.175 MHz Tone 74.4 Hz;#icon-503-DB4436;4.3869653;50.3233781;0
(49) F5ZCD V;145.6125 MHz - 600 kHz Tone 103.5 Hz<br>F5IZJ;#icon-503-DB4436;-0.7350203;47.2841151;0
(BE) ON4KPN U;439.450 MHz Tone 74.4 Hz;#icon-503-DB4436;4.0086203;50.4390197;0
(BE) ON0THN U;430.125 MHz Tone 74.4 Hz<br>ON4YI;#icon-503-DB4436;4.2895407;50.3496084;0
(68) F1ZSB V;145.3125 MHz Tone 67 Hz<br>F4BRF;#icon-503-DB4436;7.2966113;47.7903551;0
(57) F1ZSJ R;439.150 MHz - 7.6 MHz Tone 71.9 Hz<br>F1APY;#icon-503-F8971B;6.1819625;49.1260187;0
(85) F5BJV V;145.3625 MHz Tone 103.5 Hz;#icon-503-DB4436;-1.4894919;46.423405;0
(28) F5VMH V;145.575 MHz Tone 123 Hz;#icon-503-DB4436;1.3524877;48.7394054;0
(86) F4EKQ V;145237.5 MHz Tone 123 Hz;#icon-503-DB4436;0.6699498;46.4374821;0
(79) F5PMW V;144.825 MHz Tone 103.5 Hz;#icon-503-DB4436;-0.4764211;46.1807224;0
(09) F1BBG V;144.975 MHz Tone 71.9 Hz;#icon-503-DB4436;1.6046889;42.8515339;0
(BE) ON0NR U;430.300 MHz Tone 131.8 Hz<br>ON4LS;#icon-503-DB4436;4.848143;50.4080526;0
(40) F0CYQ V;144.975 MHz Tone 71.9 Hz;#icon-503-DB4436;-1.308225;43.6678646;0
(84) F5ZRU T;439.950 MHz - 9.4 MHz | 145.3625 MHz Tone 250.3 Hz<br>F6DKA;#icon-503-4186F0;5.0293212;43.848902;0
(17) F5NXG V;144.625 MHz Tone 136.5 Hz;#icon-503-DB4436;-0.4092694;45.2839778;0
(06) F1ZSX V;145.275 MHz Tone 123 Hz<br>F1ATB;#icon-503-DB4436;7.13044;43.6480035;0
(13) F1ZLC V;145.300 MHz Tone 71.9 Hz<br>F4HJA;#icon-503-F8971B;5.0354732;43.5490339;0
(87) F5ZJE 6M;51.870 MHz - 0.6 MHz Tone 88.5 Hz<br>F5VMR;#icon-503-F8971B;1.8060326;45.8134608;0
(QC) VE2CVA R;14x.xxx MHZ Tone xx Hz<br>VE2LUQ;#icon-503-DB4436;-71.2263569;46.1344136;0
(59) F1ZKY R;145.6125 MHz - 0.6 MHz Tone 123 Hz<br>F4VSE;#icon-503-4186F0;2.3752206;50.9990718;0
(59) F5KDB V;144.900 MHz Tone 123 Hz<br>F5UGX;#icon-503-DB4436;3.9222572;50.2999655;0
(02) F4GTT V;145.3375 MHz Tone 123 Hz;#icon-503-DB4436;3.3418391;48.9999351;0
(46) F1ZNH T;145.3125 MHz 439.7125 MHz Tone 127.3 Hz<br>F4EYL;#icon-503-4186F0;2.0051325;44.6066749;0
(91) F1TZO 10M;29.120 MHz Tone 192.8 Hz;#icon-503-DB4436;2.3008158;48.6326262;0
(27) F1ASM V;145.4125 MHz Tone 71.9 Hz;#icon-503-F8971B;1.1046853;49.1975103;0
(67) F5ZAU R;145.6125 MHz - 0.6 MHz Tone 67 Hz<br>F5SWB;#icon-503-4186F0;7.2927582;48.651665;0
(03) F5SHN V;144.6625 MHz Tone 103.5 Hz;#icon-503-DB4436;3.2640314;46.5575389;0
(09) F6DEV V;144.950 MHz Tone 71.9 Hz;#icon-503-DB4436;1.2840381;42.9935159;0
(83) F4HJX U;431.400 MHz Tone 123 Hz;#icon-503-DB4436;5.7201599;43.318074;0
(17) F5ZTG U;432.700 MHz Tone 162.2 Hz<br>F6FOH;#icon-503-DB4436;-1.1918242;46.1877449;0
(29) F1BHY V;144.975 MHz Tone 141.3 Hz;#icon-503-DB4436;-3.533008;47.8739155;0
(09) F6GZM V;144.925 MHz Tone 71.9 Hz;#icon-503-DB4436;1.7525988;42.7701667;0
(85) F6KUF V;144.925 MHz Tone 103.5 Hz<br>F4LVK;#icon-503-DB4436;-1.4437397;46.6693262;0
(40) F4IKI V;145.3125 MHz Tone 192.8 Hz;#icon-503-DB4436;-0.6957983;43.7332232;0
(94) F5ZSO V;144.950 MHz Tone 192.8 Hz<br>F5LGW;#icon-503-DB4436;2.4134003;48.8223973;0
(32) F4DJC U;432.975 MHz Tone 71.9 Hz;#icon-503-DB4436;0.2989307;43.7550883;0
(17) F1ZRT 10M;29.150 MHz Tone 131.8 Hz<br>F4HES;#icon-503-DB4436;-1.008355;45.5983368;0
(33) F6KPW V;145.375 MHz Tone 82.5 Hz<br>F5NNN;#icon-503-DB4436;-0.7839908;44.7999061;0
(84) F1ZAS R;439.675 MHz - 9.4 MHz Tone 250.3 Hz<br>F1VN;#icon-503-4186F0;4.9205375;43.9593848;0
(18) F1FHL V;145.4125 MHz Tone 94.8 Hz;#icon-503-DB4436;2.4401668;47.488941;0
(25) F1POK V;144.5875 MHz Tone 123Hz;#icon-503-DB4436;5.8488475;47.2298635;0
(32) F5ZSP V;144.725 MHz Tone 71.9Hz<br>F6GGX;#icon-503-DB4436;0.6764301;43.6527195;0
(87) F1ZCF 10M;29.670 MHz Tone 88.5 Hz<br>F5VMR;#icon-503-DB4436;1.8024116;45.8135552;0
(13) F4KKF V;145.300 MHz Tone 71.9 Hz<br>F4HJA;#icon-503-DB4436;5.030577;43.5499194;0
GW-C4FM-30262;Gateway Salon International - C4FM INTERNATIONAL-RRF #30262;#icon-960-7C3592;-4.2822587;49.2505429;0
(30) F5ZSZ T;431.875 MHz -1.6 MHz & 145.300 MHz Tone 67Hz <br>F5ONG;#icon-503-4186F0;4.1446922;44.197424;0
(972) FM4SA V;145.425 MHz Tone 97.4 Hz;#icon-503-F8971B;-61.0710705;14.6247852;0
(31) F4HZT V;144.850 MHz Tone 71.9Hz;#icon-503-DB4436;0.7225337;43.1892148;0
(47) F1ZRS V;144.975 MHZ Tone 82.5 Hz<br>F4FWI;#icon-503-DB4436;0.1210206;44.6990941;0
(85) F5HPY V;144.8875 MHz Tone 103.5 Hz;#icon-503-DB4436;-1.6881385;46.5185193;0
(972) FM0JZ V;144.762,5 Mhz Tone 162.2 Hz;#icon-503-DB4436;-61.0680756;14.6208657;0
(34) F5MSI U;434.400 MHz Tone 71.9 Hz;#icon-503-DB4436;3.491865;43.3028501;0
(30) F4HTU V;145.3375 MHz Tone 67Hz;#icon-503-DB4436;4.3583893;43.7168279;0
(84) F1EST V;144.8625 MHz Tone 67 Hz;#icon-503-DB4436;5.6616234;43.7008179;0
(09) F5PDQ V;144.950 MHz Tone 71.9 Hz;#icon-503-DB4436;1.8347738;42.9352406;0
(32) F4GCF U;431.725 MHz Tone 71.9Hz;#icon-503-DB4436;0.5335291;43.6377222;0
(77) F1ZTR V;145.3625 MHz Tone 77Hz<br>F4IEL;#icon-503-DB4436;2.8979639;48.9624366;0
(33) F1RJC V;144.700 MHz Tone 82.5 Hz;#icon-503-DB4436;-0.049674;44.872184;0
(32) F5ZRA R;145.625 MHz -600 kHz Tone 141.3 Hz<br>F4BPJ;#icon-503-4186F0;0.8405167;43.9083333;0
(17) F5ZSK V;145.400 MHz Tone 162.2 Hz<br>F6FOH;#icon-503-DB4436;-1.1917008;46.1879046;0
(11) F1ZHV V;145.225 MHz Tone 250.3 Hz<br>F4FOH;#icon-503-DB4436;2.256454;43.363963;0
(91) F5ZMH R;145.7375 MHz -600 KHz Tone 192.8 Hz<br>F1TZO;#icon-503-4186F0;2.250151;48.6255898;0
(QC) VE2SKG U;430.975 MHz Tone 77 Hz;#icon-503-DB4436;-72.738102;46.6148762;0
(29) F5ZJX T6M;430.400 MHZ +9.4 MHZ & 50.540 MHZ Tone 71.9 Hz sur les 2 Fréquences <br>F5NLG;#icon-503-4186F0;-3.8689089;48.4984197;0
(31) F5PDA V;144.825 MHz Tone 71.9Hz;#icon-503-DB4436;0.560145;43.0812839;0
(75) F1ZUJ U;439.450 MHz Tone 192.8 Hz<br>F4ICR;#icon-503-DB4436;2.32206;48.8379827;0
(QC) VE2CKN V;146.520 MHz Tone 100 Hz;#icon-503-DB4436;-69.0991666666667;47.4383333;0
(27) F6DSB V;144.8625 MHz Tone 123 Hz;#icon-503-F8971B;1.7272108;49.2773874;0
(09) F1ZTW R;439.825 MHhz -9.4 MHz Tone 71.9Hz<br>F1BBG;#icon-503-4186F0;1.5897607;42.9200309;0
(31) F5BYL V;144.925 MHZ Tone 71.9Hz;#icon-503-DB4436;1.2182817;43.2967144;0
